date_registration,module_presentation_length,gender,highest_education,age_band,num_of_prev_attempts,studied_credits,disability,final_result,formng_clicks,oucontent_clicks,homepage_clicks,quiz_clicks,subpage_clicks,resource_clicks,url_clicks,ouwiki_clicks,questionnaire_clicks,glossary_clicks,total_click_bc,total_click_ac,total_click,total_assessment_submissions,total_TMA_submissions,total_CMA_submissions,total_Exam_submissions,late_rate
-43.0,241,1,2,0,0,120,0,1,32.0,674.0,237.0,796.0,173.0,15.0,3.0,7.0,6.0,13.0,105.0,1839.0,1944.0,12.0,5.0,7.0,1.0,0.0
-15.0,269,0,1,0,0,30,0,0,1077.0,5.0,10.0,214.0,3.0,7.0,14.0,128.0,7.0,62.0,25.0,77.0,25.0,1.0,1.0,6.0,1.0,0.0
-22.0,261,0,2,0,0,30,1,1,34.0,381.0,92.0,81.0,39.0,27.0,14.0,128.0,7.0,1.0,7.0,648.0,655.0,7.0,3.0,4.0,1.0,0.2857142857142857
-22.0,268,0,2,0,0,60,0,0,53.0,4.0,88.0,17.0,38.0,29.0,8.0,0.0,0.0,1.0,54.0,179.0,233.0,4.0,3.0,1.0,0.0,0.75
-112.0,262,1,2,0,0,120,1,1,346.0,416.0,370.0,214.0,40.0,29.0,1.0,0.0,3.0,2.0,4.0,1418.0,1422.0,5.0,5.0,5.0,0.0,0.0
-59.0,241,1,3,0,0,60,0,1,283.0,106.0,316.0,615.0,205.0,78.0,12.0,63.0,7.0,1.0,205.0,882.0,1087.0,7.0,6.0,7.0,1.0,0.0
-16.0,269,0,2,0,0,120,1,1,294.0,1258.0,410.0,1055.0,358.0,32.0,35.0,32.0,3.0,1.0,211.0,3321.0,3532.0,12.0,5.0,7.0,1.0,0.08333333333333333
-84.0,262,0,3,1,0,60,0,1,1071.0,73.0,487.0,615.0,438.0,187.0,75.0,1.0,7.0,22.0,236.0,2230.0,2466.0,7.0,6.0,7.0,1.0,0.0
-136.0,269,1,2,0,0,120,0,1,46.0,617.0,225.0,547.0,129.0,18.0,19.0,14.0,12.0,1.0,24.0,1607.0,1631.0,12.0,5.0,7.0,1.0,0.0
-49.0,240,0,2,0,0,60,0,1,325.0,1.0,221.0,104.0,61.0,35.0,18.0,0.0,0.0,3.0,35.0,743.0,778.0,11.0,6.0,5.0,0.0,0.45454545454545453
-136.0,234,0,2,0,0,60,0,0,2.0,2.0,38.0,56.0,11.0,10.0,6.0,0.0,0.0,3.0,33.0,92.0,125.0,9.0,6.0,3.0,0.0,0.4444444444444444
-57.0,269,1,2,0,0,120,0,0,4.0,49.0,22.0,93.0,19.0,5.0,3.0,2.0,11.0,12.0,6.0,100.0,106.0,1.0,1.0,1.0,1.0,0.0
-21.0,269,1,1,0,0,60,0,0,41.0,31.0,33.0,24.0,25.0,11.0,39.0,35.0,25.0,3.0,18.0,148.0,166.0,12.0,5.0,7.0,1.0,0.0
-151.0,262,0,1,0,0,60,0,1,495.0,291.0,154.0,10.0,10.0,17.0,2.0,0.0,8.0,5.0,303.0,664.0,967.0,5.0,5.0,5.0,0.0,0.2
-136.0,262,0,3,1,0,60,0,1,365.0,132.0,399.0,615.0,218.0,92.0,48.0,1.0,7.0,1.0,224.0,1189.0,1413.0,7.0,6.0,7.0,1.0,0.0
-121.0,262,0,1,0,0,60,0,1,27.0,756.0,184.0,131.0,28.0,39.0,3.0,0.0,1.0,1.0,4.0,1169.0,1169.0,5.0,5.0,5.0,0.0,0.0
-22.0,268,1,3,1,0,30,0,1,458.0,877.0,324.0,280.0,21.0,3.0,48.0,247.0,7.0,53.0,18.0,2242.0,2260.0,4.0,4.0,7.0,1.0,0.25
-52.0,262,0,1,0,3,60,0,1,323.0,611.0,250.0,86.0,19.0,24.0,5.0,0.0,7.0,14.0,269.0,1088.0,1357.0,5.0,5.0,5.0,0.0,0.0
-30.0,262,0,2,1,0,60,0,1,363.0,239.0,230.0,202.0,57.0,45.0,1.0,0.0,15.0,4.0,263.0,893.0,1156.0,5.0,5.0,5.0,0.0,0.0
-32.0,269,1,1,0,0,60,0,1,438.0,1092.0,893.0,2056.0,544.0,56.0,43.0,108.0,3.0,2.0,867.0,4388.0,5255.0,11.0,4.0,7.0,1.0,0.0
-29.0,268,1,3,0,0,120,0,1,67.0,976.0,148.0,384.0,163.0,23.0,12.0,2.0,48.0,1.0,30.0,1760.0,1790.0,12.0,5.0,7.0,1.0,0.0
-165.0,261,1,1,0,0,60,0,0,63.0,338.0,124.0,615.0,146.0,37.0,2.0,30.0,7.0,86.0,4.0,747.0,751.0,7.0,6.0,7.0,1.0,0.2857142857142857
-31.0,268,1,1,0,0,60,0,1,74.0,377.0,131.0,0.0,45.0,20.0,2.0,0.0,0.0,3.0,154.0,496.0,650.0,5.0,5.0,0.0,0.0,0.0
-28.0,268,0,3,0,0,60,0,1,83.0,11.0,63.0,55.0,11.0,13.0,2.0,0.0,0.0,7.0,6.0,232.0,238.0,9.0,6.0,3.0,0.0,0.5555555555555556
-32.0,234,0,2,0,0,60,0,1,845.0,45.0,172.0,81.0,38.0,262.0,11.0,0.0,0.0,1.0,212.0,1242.0,1454.0,10.0,5.0,5.0,0.0,0.7
-52.0,268,0,2,0,0,60,0,1,67.0,609.0,285.0,163.0,59.0,21.0,56.0,180.0,7.0,53.0,25.0,1417.0,1442.0,4.0,4.0,7.0,1.0,0.0
-49.0,269,1,2,0,0,60,0,1,517.0,1158.0,437.0,589.0,294.0,27.0,12.0,5.0,1.0,7.0,216.0,2864.0,3080.0,12.0,5.0,7.0,1.0,0.0
-78.0,262,0,3,0,0,60,0,1,363.0,1174.0,265.0,251.0,52.0,40.0,2.0,0.0,13.0,1.0,70.0,2093.0,2163.0,5.0,5.0,5.0,0.0,0.0
-38.0,268,0,2,0,0,60,0,0,12.0,22.0,14.0,0.0,9.0,1.0,98.0,0.0,0.0,4.0,15.0,43.0,58.0,5.0,5.0,0.0,0.0,0.0
-67.0,261,1,3,1,0,210,0,1,261.0,82.0,200.0,615.0,172.0,45.0,23.0,102.0,7.0,1.0,122.0,767.0,889.0,7.0,6.0,7.0,1.0,0.14285714285714285
-28.0,241,1,1,0,0,60,0,1,123.0,374.0,170.0,665.0,103.0,11.0,17.0,3.0,6.0,1.0,51.0,1439.0,1490.0,12.0,5.0,7.0,1.0,0.0
-61.0,240,0,2,0,0,60,0,1,124.0,6.0,70.0,53.0,11.0,5.0,7.0,0.0,0.0,1.0,15.0,271.0,271.0,9.0,5.0,4.0,0.0,0.4444444444444444
-71.0,269,1,1,1,1,30,0,0,1.0,3.0,9.0,6.0,6.0,2.0,2.0,0.0,7.0,1.0,2.0,25.0,27.0,3.0,1.0,2.0,1.0,0.0
-37.0,262,0,1,0,0,60,0,1,796.0,1001.0,408.0,221.0,45.0,40.0,2.0,0.0,12.0,10.0,52.0,2494.0,2546.0,5.0,5.0,5.0,0.0,0.0
-17.0,241,1,2,0,0,30,0,1,9.0,590.0,194.0,181.0,11.0,42.0,53.0,85.0,7.0,53.0,95.0,1070.0,1165.0,4.0,4.0,7.0,1.0,0.0
-37.0,269,1,3,0,0,60,0,1,103.0,415.0,200.0,483.0,126.0,33.0,9.0,1.0,1.0,1.0,98.0,1279.0,1377.0,12.0,5.0,7.0,1.0,0.0
-23.0,268,1,2,0,1,270,0,0,37.0,30.0,153.0,210.0,112.0,39.0,20.0,69.0,23.0,92.0,39.0,542.0,581.0,4.0,2.0,2.0,1.0,0.0
-114.0,268,1,1,0,1,120,0,1,86.0,1228.0,232.0,674.0,247.0,43.0,15.0,27.0,10.0,4.0,71.0,2486.0,2557.0,12.0,5.0,7.0,1.0,0.0
-86.0,269,1,1,0,0,60,0,1,246.0,2170.0,547.0,631.0,577.0,65.0,62.0,43.0,24.0,3.0,18.0,4386.0,4404.0,12.0,5.0,7.0,1.0,0.0
-63.0,262,1,3,1,0,60,0,1,957.0,272.0,618.0,615.0,221.0,92.0,30.0,2.0,7.0,8.0,295.0,1922.0,2217.0,7.0,6.0,7.0,1.0,0.0
-25.0,241,1,3,0,0,60,0,1,925.0,1082.0,485.0,190.0,46.0,114.0,43.0,201.0,7.0,53.0,139.0,2951.0,3090.0,4.0,4.0,7.0,1.0,0.25
-155.0,269,1,1,1,0,60,0,1,242.0,936.0,615.0,0.0,151.0,20.0,99.0,0.0,0.0,1.0,311.0,1769.0,2080.0,5.0,5.0,0.0,0.0,0.0
-93.0,269,1,1,0,0,120,0,0,89.0,42.0,60.0,62.0,48.0,11.0,5.0,1.0,9.0,1.0,95.0,230.0,325.0,1.0,1.0,7.0,1.0,0.0
-85.0,241,0,1,0,1,60,0,1,17.0,121.0,53.0,101.0,25.0,24.0,14.0,128.0,7.0,1.0,73.0,341.0,341.0,9.0,3.0,6.0,1.0,0.1111111111111111
-16.0,240,0,1,0,0,60,0,1,668.0,1.0,118.0,67.0,25.0,14.0,1.0,0.0,0.0,2.0,1.0,892.0,893.0,10.0,5.0,5.0,0.0,0.7
-25.0,241,1,1,0,0,60,0,0,45.0,290.0,69.0,123.0,82.0,22.0,4.0,13.0,9.0,1.0,30.0,641.0,641.0,1.0,1.0,7.0,1.0,0.0
-200.0,241,1,1,0,1,240,0,1,1008.0,1026.0,804.0,575.0,295.0,44.0,15.0,50.0,6.0,34.0,21.0,3851.0,3872.0,12.0,5.0,7.0,1.0,0.0
-22.0,268,1,2,1,0,60,0,1,4072.0,1061.0,1016.0,206.0,75.0,24.0,115.0,550.0,7.0,53.0,320.0,6806.0,7126.0,4.0,4.0,7.0,1.0,0.0
-28.0,261,1,2,0,0,30,0,1,58.0,516.0,213.0,125.0,9.0,20.0,14.0,128.0,7.0,6.0,13.0,941.0,941.0,9.0,3.0,6.0,1.0,0.0
-11.0,268,0,1,1,0,120,0,1,300.0,17.0,136.0,91.0,36.0,13.0,8.0,0.0,0.0,3.0,27.0,574.0,601.0,11.0,6.0,5.0,0.0,0.7272727272727273
-57.0,269,1,3,1,0,30,0,1,844.0,1544.0,584.0,243.0,23.0,20.0,89.0,447.0,7.0,53.0,13.0,3784.0,3797.0,4.0,4.0,7.0,1.0,0.0
-21.0,240,1,1,1,0,60,0,1,169.0,993.0,336.0,747.0,259.0,36.0,32.0,24.0,3.0,2.0,24.0,2626.0,2650.0,12.0,5.0,7.0,1.0,0.25
-81.0,269,1,2,0,0,60,0,0,16.0,105.0,128.0,216.0,79.0,42.0,6.0,0.0,7.0,1.0,71.0,523.0,594.0,5.0,3.0,2.0,1.0,1.0
-64.0,241,0,1,0,0,60,0,1,421.0,150.0,300.0,615.0,393.0,122.0,37.0,87.0,7.0,1.0,91.0,1447.0,1538.0,7.0,6.0,7.0,1.0,0.14285714285714285
-36.0,261,1,2,0,0,90,0,1,82.0,96.0,166.0,615.0,124.0,72.0,2.0,46.0,7.0,22.0,48.0,588.0,636.0,6.0,5.0,7.0,1.0,0.6666666666666666
-16.0,269,0,2,0,0,30,0,1,467.0,656.0,321.0,82.0,24.0,89.0,14.0,128.0,7.0,5.0,29.0,1615.0,1644.0,9.0,3.0,6.0,1.0,0.0
-16.0,269,1,3,1,0,60,0,1,151.0,1364.0,226.0,394.0,216.0,93.0,5.0,12.0,9.0,5.0,186.0,2462.0,2462.0,10.0,4.0,6.0,1.0,0.0
-102.0,234,0,3,0,0,120,0,1,218.0,15.0,334.0,76.0,13.0,4.0,18.0,0.0,0.0,8.0,20.0,678.0,678.0,11.0,6.0,5.0,0.0,0.45454545454545453
-132.0,240,1,1,0,0,120,0,0,22.0,361.0,94.0,726.0,117.0,17.0,11.0,2.0,20.0,1.0,58.0,1351.0,1351.0,12.0,5.0,7.0,1.0,0.0
-155.0,269,1,2,0,1,90,0,1,180.0,1328.0,408.0,547.0,237.0,17.0,9.0,13.0,4.0,194.0,61.0,2683.0,2744.0,12.0,5.0,7.0,1.0,0.25
-132.0,261,1,1,1,0,120,0,1,395.0,97.0,453.0,615.0,276.0,60.0,52.0,69.0,7.0,10.0,97.0,1374.0,1471.0,7.0,6.0,7.0,1.0,0.0
-31.0,268,1,2,0,0,30,0,0,154.0,6.0,4.0,204.0,38.0,16.0,53.0,928.0,7.0,53.0,9.0,1.0,10.0,4.0,4.0,7.0,1.0,0.0
-57.0,268,1,2,1,0,60,0,1,4078.0,1333.0,701.0,149.0,56.0,29.0,77.0,369.0,7.0,53.0,297.0,6501.0,6798.0,4.0,4.0,7.0,1.0,0.0
-37.0,262,0,1,0,0,120,1,0,150.0,91.0,238.0,615.0,158.0,92.0,45.0,1.0,7.0,112.0,60.0,853.0,913.0,7.0,6.0,7.0,1.0,0.14285714285714285
-52.0,269,1,1,0,0,60,0,0,64.0,595.0,121.0,697.0,226.0,60.0,12.0,2.0,3.0,1.0,101.0,1687.0,1788.0,9.0,4.0,5.0,1.0,0.1111111111111111
-72.0,268,0,1,0,0,90,0,1,11.0,16.0,57.0,67.0,21.0,10.0,8.0,0.0,0.0,12.0,10.0,180.0,190.0,11.0,6.0,5.0,0.0,0.45454545454545453
-116.0,240,1,2,0,0,90,0,1,421.0,1373.0,745.0,663.0,390.0,34.0,48.0,46.0,32.0,3.0,152.0,3664.0,3816.0,12.0,5.0,7.0,1.0,0.0
-149.0,262,0,1,0,0,120,0,1,61.0,251.0,130.0,29.0,36.0,140.0,1.0,0.0,3.0,9.0,141.0,519.0,660.0,4.0,4.0,5.0,0.0,0.5
-66.0,268,1,3,0,0,60,0,0,48.0,283.0,64.0,279.0,79.0,23.0,9.0,2.0,3.0,4.0,41.0,795.0,795.0,9.0,5.0,4.0,1.0,1.0
-113.0,261,0,2,0,0,90,0,1,1316.0,153.0,943.0,615.0,713.0,120.0,78.0,280.0,7.0,10.0,372.0,3317.0,3689.0,7.0,6.0,7.0,1.0,0.0
-30.0,268,1,2,0,0,210,0,1,89.0,8.0,70.0,53.0,58.0,64.0,6.0,0.0,0.0,1.0,6.0,343.0,349.0,8.0,5.0,3.0,0.0,0.75
-116.0,262,0,2,1,0,120,0,1,221.0,1420.0,320.0,274.0,51.0,56.0,3.0,0.0,10.0,1.0,4.0,2352.0,2356.0,5.0,5.0,5.0,0.0,0.0
-78.0,261,0,3,0,0,60,0,0,53.0,170.0,101.0,615.0,215.0,47.0,11.0,16.0,7.0,12.0,145.0,491.0,636.0,6.0,5.0,7.0,1.0,0.16666666666666666
-53.0,262,1,2,0,0,60,0,1,191.0,131.0,94.0,615.0,70.0,31.0,8.0,4.0,7.0,5.0,41.0,543.0,543.0,7.0,6.0,7.0,1.0,0.0
-4.0,269,0,2,0,0,30,0,0,10.0,493.0,7.0,121.0,2.0,1.0,14.0,128.0,7.0,1.0,58.0,8.0,8.0,1.0,1.0,5.0,1.0,0.0
-30.0,268,1,2,0,0,30,0,0,66.0,396.0,83.0,131.0,28.0,1.0,13.0,3.0,7.0,53.0,53.0,675.0,728.0,2.0,2.0,7.0,1.0,0.0
-58.0,240,1,1,0,0,60,0,0,424.0,1160.0,449.0,1548.0,331.0,44.0,17.0,122.0,8.0,1.0,192.0,3972.0,4164.0,12.0,5.0,7.0,1.0,0.08333333333333333
-35.0,268,0,2,0,0,60,0,1,214.0,24.0,332.0,137.0,114.0,81.0,67.0,0.0,0.0,3.0,45.0,934.0,979.0,11.0,6.0,5.0,0.0,0.5454545454545454
-151.0,261,0,2,0,0,120,0,1,283.0,394.0,412.0,615.0,768.0,84.0,57.0,55.0,7.0,2.0,164.0,1970.0,2134.0,7.0,6.0,7.0,1.0,0.14285714285714285
-30.0,268,1,2,0,0,60,0,0,234.0,386.0,50.0,2.0,101.0,16.0,3.0,11.0,29.0,4.0,124.0,798.0,798.0,4.0,4.0,7.0,1.0,0.0
-115.0,269,1,3,1,0,180,0,0,215.0,1095.0,273.0,341.0,419.0,25.0,17.0,129.0,11.0,1.0,600.0,1939.0,2539.0,5.0,3.0,2.0,1.0,0.0
-44.0,262,0,2,1,0,120,0,1,17.0,1207.0,286.0,151.0,35.0,32.0,2.0,0.0,12.0,12.0,26.0,1725.0,1751.0,5.0,5.0,5.0,0.0,0.0
-89.0,268,0,3,0,0,90,0,1,448.0,823.0,421.0,562.0,236.0,57.0,24.0,47.0,16.0,48.0,67.0,2653.0,2720.0,11.0,5.0,6.0,1.0,0.09090909090909091
-36.0,269,1,2,0,0,60,0,0,12.0,223.0,123.0,86.0,27.0,6.0,8.0,6.0,7.0,53.0,7.0,485.0,492.0,4.0,4.0,7.0,1.0,0.25
-77.0,269,1,1,0,0,30,1,0,21.0,5.0,11.0,110.0,6.0,5.0,14.0,128.0,7.0,3.0,13.0,14.0,27.0,9.0,3.0,6.0,1.0,0.0
-31.0,269,1,1,0,0,60,0,1,78.0,1251.0,173.0,879.0,207.0,26.0,13.0,1.0,48.0,2.0,14.0,2632.0,2646.0,12.0,5.0,7.0,1.0,0.3333333333333333
-59.0,241,1,1,0,0,120,0,1,27.0,219.0,69.0,75.0,9.0,3.0,3.0,8.0,7.0,53.0,30.0,386.0,386.0,3.0,3.0,7.0,1.0,0.3333333333333333
